Alaa,Mohamed,Lab technician,Ministry of Health,https://static.swapcard.com/public/images/e54ad249e8fc4a41a28bddd5e3048128.jpeg
Alaa,Wafi,Regulatory affairs manager,National Trading and pharmaceutical,https://static.swapcard.com/public/images/fa3454798ae444ae80af883a7bfc00c0.jpeg
Alaa,Alzuraiqi,Business unit manager,Alobeidly trading technology,
Alaa,Omar,General Manager,Virtus Medlab Co. Wll,https://cdn-api.swapcard.com/public/images/e64bbe57661742f399b6f50eef1eaeec.jpeg
Alaa Aldin,Alkoukou,Business,Appolon Bioteck,
Alaa Hamood,Alsiyabi,Biomedical engineer,Royal hospital,
Alaa Hasan Atiyah,Al Shammari,Pharmacist,Jumbo Tourism,https://static.swapcard.com/public/images/5b641f38de644a49aed05564c2dfab2c.jpeg
Alaa Imad,Abbas,Sales Manager,Legend Medical Equipment and Supplies,
Alaaeldin,Metwally,Sales manager,Siemens,
Aladin,Zayati,Manager,Orthomed trading LLC,
ALAE,MRANI ZENTAR,DOCTOR,ONCORAD,
Alaeddin,Nameh,Application Manager,Future Gate Healthcare Solutions,
Alaeddin,Ahram,Cofounder,Nova Dx,https://static.swapcard.com/public/images/2787fa7a9e8147aba7ab29cddd904459.jpeg
Alaeddine,Boudchicha,Co managing partner,Eurl Global Diagnostic Laboratoire,https://static.swapcard.com/public/images/0b97dbcb47634fe6a0ce8e228de9ed73.jpeg
Alaeddine,Zayati,Chairman,Orthomed,
Alagappan,Malaikolundu,QTPS Leader,Avantor,https://static.swapcard.com/public/images/2e888947f2c64cc89f28e622a2f313c0.jpg
Alagappan,Kumarappan,Senior Application Specialist,Neo Science Equipments & Chemical Trading L.L.C.,https://cdn-api.swapcard.com/public/images/72bd68e5d6f74c218ef4cb7d11387cb4.jpg
ALAIN,TAMBA,Technical advisor,Myl Solutions surl,https://static.swapcard.com/public/images/19b6a191a1e54a4198fdca5460329bfb.jpeg
Alain,Barry,CEO,Comafrique Santé,https://static.swapcard.com/public/images/cc173360753248f683399b13bcd26bb4.jpeg
Alain,Bicqué,Managing Director,Digital New Venture Company,https://static.swapcard.com/public/images/f9fe079dfda647d099247b3ab21e114b.jpeg
Alain,MUTHE,Ceo,EYANO,
ALAIN,AL-HAJJ ZAIN,DATAVITALIS FINANCE MANAGER,F2D MEDICAL,
Alain,Oueiss,Director,Medis,
ALAIN,NOUDOFININ,DEPUTY MANAGER,BIOCARE CI,
Alain,NOUDOFININ,CEO,BIOCARE CI,https://cdn-api.swapcard.com/public/images/f6e869d6d64f40a8a0b199bbacfd2ced.jpeg
ALAIN,FOISSAC,International Area Manager,HORIBA,https://static.swapcard.com/public/images/fec3db088be047f5ba54e50dff0b8f9e.jpeg
Alain B,Awodem,CEO,Premium Med Repairs,
Alakh,Patel,Director,Cosmos ltd,
Alale,Nabavi,lead auditor,toosnegah,
Alale,Nabavii,R&D manager,toosnegah,
Alam,Saj,PHD Student,NYUAD,
Alam,Vijalivadha,Business Development Manager,Medex Pharmaceuticals Ltd,https://static.swapcard.com/public/images/fb2a04247dfb435487961f2344e94308.jpeg
Alamgir,Nurul Amin,Stores,,
ALAMIL,Hanane,Business Dev Director,T2S GROUP,https://static.swapcard.com/public/images/eb7b861a448e4289b701d7ffdb02a57a.jpeg
ALAMIN,IBRAHIM,Medical laboratory Technologist,Best Health,
Alamira,Shaden,Laboratory Assistant,PureLab,
Alamulhuda,Moilar,MEDICAL SALES EXECUTIVE,AREEJ PHARMACY.L.L.C.SOC,
Alan,Arikrishnan,TECHNICAL DIRECTOR,TRIGEN KAIZEN SDN BHD,https://static.swapcard.com/public/images/e3879a13d375406993c5a03f7349643c.jpeg
Alan,Kennedy,CEO,PulseAI Ltd,https://static.swapcard.com/public/images/09636ce36e70423491e3c7fd1ee275f0.jpeg
Alan,Fritz,Application Specialist,Microbac SpA,https://static.swapcard.com/public/images/962af349a78b4df286111323903aa4ef.jpeg
Alan,Cai,Sales Manager,,
Alan,Farnaby,Sales Director - EMEA,BBI,https://static.swapcard.com/public/images/18ef70f1c8b74dfeb6e0995bd763938f.jpeg
Alan,Erzhan,Translater,LifeMed Holding,
Alan,Hewitt,Founder,AMH,https://static.swapcard.com/public/images/3a447c8ccd444c76b7f2bf412c80df86.jpeg
Alan,Tsai,Sales Manager,Tyson Bioresearch INc,
Alan,Tsai,Sales Manager,Tyson Bioresearch Inc,
Alan,Chacko,Junior Sales Executive,ACI LOGISTICS DWC LLC,
Alan,Rodriguez,COO,FLASH Diagnostics Limited,
ALAN,QIAN,SALES MANAGER,,
Alan,Short,VP Sales,NMC,https://static.swapcard.com/public/images/efa8e369cefe4bde9c21141726f7a73b.jpeg
Alan,Sullivan,Managing Director,Meditec Medical Ltd,https://static.swapcard.com/public/images/a73c7fbdbe384528942caf8078d2c3b5.jpeg
ALAN,XIE,Manager,,
Alan,Lowton,Field Application scientist,Gulf Scientific Corporation,
Alan,Wilkinson,Senior Director Engineering Services,Mediclinic,
Alana,Rodgers,"European Sales Manager - Europe- UK, South America",bioLytical,
Aland,Gardi,Manager,Shar,
Alanood,AlRayssi,Medical Lab Technologist,ADPMS,
Alanood,Jamal,Lab technologist,University of Sharjah,
AlAnood,Aldaraii,Lab technician,Nizwa polyclinic,
Alanood,Awlaqi,Med. Tech,RAK Hospital,
Alanood,Alblooshi,Medical tech,Ministry of Defence,
Alanood,Almutawa,Principal Administrative Officer,Dubai Health,https://static.swapcard.com/public/images/3bf8f13a54054f27a188cb65578a10f0.jpeg
Alanood Mohd,Alhaj,Senior Principal Radiographer,Rashid Hospital Dubai Health,
Alanoud,AlAli,Corelab Quality Coordinator,Kings College Hospital London Dubai,
Alanoud,Alsaadi,DNA and bio expert,Dubai police,
Alasdair,Robertson,Business Manager (Sub Saharan Africa),QuidelOrtho EMEA,
Alastair,Malcolm,Board Advisor,,
Alathra,Alshayeb,Family dentistry,Ministry of health,https://static.swapcard.com/public/images/944d898067be44a5827c02af4c2ba132.jpeg
Alauddin,Bhuiyan,President and CEO,iHealthScreen Inc.,https://static.swapcard.com/public/images/f0d3d6e7cfa248588934f9c98c81b5c3.png
Alauddin,Bhiuyan,President and CEO,Ihealthscreen INc,
Alay,Raza,Senior Services Engineer,City Pharmacy,
Alayamani,Kannan,MES,Khrishco Medical Products PVT Ltd,
Alayamani,Kannan,MES,Krishco Medical Products Pvt Ltd,
ALAYU,GEBRU BIRHANU,MANAGING DIRECTOR,MEDSURGE LTD,https://static.swapcard.com/public/images/2de833af0694479fb46782ae09ec9c62.jpeg
ALBA,GONZALEZ ALVAREZ,Founder,Xcure Surgical,https://static.swapcard.com/public/images/03afccb7e2ef418c9f30cb326e3e4d66.jpeg
ALBA LORENIA,LARA,COMPRAS,TECNOLOGÍA MÉDICA INTERAMERICANA,
Albadri,Makki,Commercial Manager - Healthcare,ARTAT Enterprise,https://static.swapcard.com/public/images/60bcce63f60f4578ad0063d538c040c5.jpeg
Albatul,Alghamdi,Public health specialist,Eastern health cluster,https://static.swapcard.com/public/images/5ac38b8ca04441c584e4cf9ed8b5962b.jpeg
Albert,Pilane,Medical Lab Technologist,Global Medical Solutions,
Albert,Calet,Head of Healthcare,Millerknoll,https://static.swapcard.com/public/images/926f7d23504d4938a092820e82c289a2.jpeg
Albert,Llenas,Director Global Business Development,dsm-firmenich,https://static.swapcard.com/public/images/5c2651ac31184b4c953fc99ce1991110.jpeg
Albert,Palm,"Owner, Sales & Marketing Director",Palmedic,https://static.swapcard.com/public/images/1007f1f263a34b8f8ad9ba59c46a8c5f.jpeg
Albert,Yaqoob,Business Unit Head,Muller & Phipps Pakistan,https://static.swapcard.com/public/images/2938c7718a0745168f6ac7b936749bb5.jpeg
Albert,HAMMOND,SVP,healthwords.ai,
Albert,Alahmar,Head of Cardiology Department,Dr. Sulaiman Al Habib Hospital,https://static.swapcard.com/public/images/962207c97b964e7680fa599ae8dd08fa.jpeg
Albert,Ankrah,CEO,,
Albert,Babayan,Director,Vanar Group,
Albert,Schaper,Managing Director and Owner,CYB Health GmbH,
Albert,Yu,Sales,Gemtier Medical (Shanghai) Inc.,
Albert,Thaikkattil,Medical laboratory Technologist,Dubai London Hospital,
Albert,Ramon,Diagnostic and Genomic Field Application Specialist,Cytiva,https://static.swapcard.com/public/images/d14cf1dd3b124e4397ec3ea31524120e.jpeg
ALBERT RAYMOND,MWAITUKA,Managing director,SKY CAREPLUS MEDICAL LIMITED,https://static.swapcard.com/public/images/85e45621b61648bd80c07df7d01b1c14.jpeg
ALBERTO,FUGACCIA,Export Manager,LP ITALIANA SPA,
Alberto,Beran,Area Sales Director,OR Consulting,https://static.swapcard.com/public/images/76b260bbab5b4b68bcf2d4524c9caf84.jpeg
ALBERTO,PERPINA,SALES MANAGER,HISPANAGAR,https://static.swapcard.com/public/images/0f3106164fdd4277aa8fbce8d4f223e9.jpeg
Alberto,Pietrelli,Regional General Manager,,
Alberto,Battistel,Managing Director,Diapath SpA,
Alberto,Flórez,CCO,Longwood,
Alberto,Chen,Sales Specialist,Lituo Biotech,https://static.swapcard.com/public/images/ca40da86b26d4ac4890e6ac330e42937.jpeg
Alberto Carlo,Sògaro,Director Business Development,DISPENCE GmbH,https://cdn-api.swapcard.com/public/images/4e9d911681464146a8fa9fa129bc33ef.jpg
Albina,Nazhmudinova,Procurement and logistic manager,Meditec LLP,
ALBINA,PEROVA,"Deputy CEO, Sales & Marketing",InterLabService Ltd.,
Albina,Omirzhanova,Cluster Head CIS Region,The Say Pharma,
Albina,Kochieru,Head of the Medical Care Scope Analysis Department,Department of Health of Moscow,
Albina,Mkrtchyan,Founder CEO,Albina Real Estate,https://static.swapcard.com/public/images/e2ecf55098d94e6382f1bbd1555471d5.jpeg
ALBRAA,MUSTAFA,EXECUTIVE DIRECTOR,SIMAT MEDICAL CO.LTD,
Alcana Rose,Nubla,CEO,JRLDC MEDICAL SUPPLIES TRADING,
Alda,Bazaj,Product Manager,Alifax Srl,
Aldanah,Alojan,Application and Laboratory Workflow Consultant,,
Alden,Flores,Manger,All Care Medical Group Company,
Alden,Flores,Manger,All Care Medical Group Company,
Aldin,Ljevo,Implementation Specialist / Magic-Deploying Wizard,WizardHealth,https://static.swapcard.com/public/images/d24fc331e9a544aba1a54a0ad0a4a4f7.png
Aldo,Alessi,Dr,Clinc,https://static.swapcard.com/public/images/7709a6ae23f9404ca801c1657761b2b5.jpeg
Aldona,Grigaliuniene,Ceo,Wellness Klaipeda,
Aldrin,Daluraya,Radiographer,Clemenceau Medical Center,
Aldrin Dave,Antonio,Medical Technologist,the medical city clinics,https://static.swapcard.com/public/images/31aeedbd8b56423bad0fec24e672f898.jpeg
Aleah,Bongabong,Senior Sales Manager,25hours Hotel Dubai One Central,https://static.swapcard.com/public/images/b37585d66fc34eac98fc5f14674e5227.jpeg
Alec,Pinto,Customer Excellence Director EMEA,,
Aleem Abdul,Mohammed,Bio-medical engineer,National Medical Supplies,https://static.swapcard.com/public/images/348433b966eb4cbc94604942c00c92c6.jpeg
ALEENA,P.J,LAB TECHNICIAN,HARLEY INTERNATIONAL MEDICAL CLINIC,
Aleena,Tahir,Operations Manager,Life Medical Diagnostics LLC,https://static.swapcard.com/public/images/d981e904b76647c88c3a4dc26ea2e6fb.jpg
Aleh,Vilenchyts,Manager,grand LUX SA,
Alejandra,Torres,Gerente Administrativo y Financiero,Bemet Ingeniería y Equipo Médico,https://static.swapcard.com/public/images/c41a3731f2e14f769d3f38225f91c3b9.jpeg
Alejandra,Cavazos,LATAM Region Sales Manager,,
Alejandro,Martín,International Area Manager,,
Alejandro,Zucchelli,Business development Manager,Serana Europe GmbH,
Alejandro,Huenich,CEO,Decoto International,
Alejandro,Villaveces,Commercial Director,HealthGenAI,https://static.swapcard.com/public/images/6e69b408a3c94f5191869cf96298e19e.jpeg
Alejandro Patricio,Miranda Pezo,KA Manager,,https://static.swapcard.com/public/images/b463284d0710476f86f7e4fde73e034f.jpeg
Alek,Gierasimiuk,Head of International SA,Vitrex Medical A/S,
Alek,Gierasimiuk,Head of International Sales,Vitrex Medical A/S,
Alekh,Sharma,Co founder,Mylabs,https://static.swapcard.com/public/images/4dcd7946174c44f8b6be25879d6f8da2.jpeg
Aleksandar,Zivkovic,General manager,Euromedicina doo,https://static.swapcard.com/public/images/bba80c7a05084bf4851236c16a803995.jpeg
Aleksandar,Camparevic,CEO,Marlo Medic,
Aleksander,Jagodic,Dr.,A.D.J. company,https://static.swapcard.com/public/images/6bdc8f4b4ce9445bbdfa242d947693e3.jpeg
ALEKSANDER,TROFIMENKO,CEO,PHYSTECHBIOMED LLC,https://static.swapcard.com/public/images/4e65dca159e34b54ac014299c1e6f77f.jpeg
Aleksandr,Kravtsov,Director of business development,Vector-Best,https://static.swapcard.com/public/images/1352bcf351d14dc79e529de60127f39e.jpeg
Aleksandr,Kravtsov,Director for Development,VBRS D.O.O,
Aleksandr,Starosek,Head of Service Departament,Analytica LTD,https://static.swapcard.com/public/images/59322f1f019143d9ac851844c4bf42ec.jpeg
Aleksandr,Petrosov,Chief Innovation and Strategy Officer,Seda Medical,https://static.swapcard.com/public/images/14093935b9f6415bb34f93fc8ed7a3f5.jpg
Aleksandr,Lukashevich,Sales Manager,Unity Imaging ApS,https://static.swapcard.com/public/images/4f6e5971b9de42178baaaf15c5482a43.jpeg
Aleksandr,Grot,Founder,Polyclinic.ae,https://static.swapcard.com/public/images/ff0d2f2589a444e4985f35cf5f5f435b.jpeg
Aleksandr,Starosek,Head of Service Departament,Analytica LTD,
Aleksandr,Pakhomov,Sales Director,Fokus-M LLC,
Aleksandr,Lvov,General manager,Alfa Trade,https://static.swapcard.com/public/images/cc8fe7799c4b4c7e9f315bb9bba0ae39.jpeg
Aleksandr,Gorkov,Manager clinical business area,"ООО ""Альбиоген""",
Aleksandr,Pravalionak,Boss,Belomo,https://static.swapcard.com/public/images/19ffba917c22482791e8b5833e4be199.jpeg
Aleksandr,Semenov,CEO,БиоЛайн,https://static.swapcard.com/public/images/bc543cddb8654ce9a125c878b9b8af9b.jpeg
Aleksandr,Kim,Managing Partner,First Medical,https://static.swapcard.com/public/images/db2ab863bde9409a8b281454a513d3dc.jpeg
Aleksandr,Komov,CEO,Beauty-Connect,https://static.swapcard.com/public/images/a4b4ea7e32c74635885782e67d0841ae.jpeg
Aleksandr,Mironenko,Deputy CEO,,
Aleksandra,Lukacevic,Chief of pharmacy,General hospital Smederevo,
Aleksandra,Belkina,"Head of Project Management, Clinical Chemistry Department",АО Диакон,https://static.swapcard.com/public/images/7209d43350bd42cc9da40113d04310d2.jpeg
Aleksandra,T Sam,Manager,Avantgarde-care,
Aleksandra,Pakhomova,Sales support manager,Fokus-M LLC,
Aleksandra,Puric,COO,Five4ME Lim,https://static.swapcard.com/public/images/befda80a0d7c47118d62a45975e194a2.jpeg
Aleksandra,Obradovic,Executive director,Medicalana foo,
Aleksandrs,Gusevs,chief business development officer,double helix technologies,
Aleksandrs,Gusevs,Chief Business Development Officer,Double Helix Technologies,https://static.swapcard.com/public/images/98456422f4d84a9ab9005bdab7b83c38.jpeg
Aleksei,Pasternak,Foreman,DNA- technology,https://static.swapcard.com/public/images/d0547ea23b03468abff3288c1d82bde8.jpeg
Aleksei,Nirman,Dupity CEO,DIAKON-DS,https://static.swapcard.com/public/images/6f9bad4fc18d407f8a3bd769dd36dddf.jpeg
ALEKSEI,.,NA,NA,
Aleksei,Shekunov,Manager,Sky Madical,
Aleksei,Zubkovskii,Director,AT Project,
Aleksei,Kariaev,Deputy General Director,LLC NPO “LIT”,
Aleksei,Gordienko,Manager,GORMEDIC,
Aleksey,Konov,Commercial Director,BioVitrum LLC,https://static.swapcard.com/public/images/5e6726751ca540ee971c127c61008ab6.jpeg
Aleksey,Smirnov,BDD,Analytica Ltd.,
Aleksey,Babin,OOO BSL,OOO BSL,
Aleksey,Tarasov,"Head of the Department of Anesthesiology, Intensive Care and Intensive Care",FEFU Medical Complex,
Aleksey,Krivenko,Development director,ООО Максим Медикал,
Aleksi,VACHADZE,Head Intensive Care Medicone and Surgical Wards,LLC Todua Clinic,
Aleli,Antonio,Non-Physician,Purelab-SKMC,
Alem,Abebe,Clinical Marketing Specialist,,
Alemayehu,Chali,Ceo,Arjo Hospital,https://static.swapcard.com/public/images/09f7545477204f45ba7830ca55ede796.jpeg
Alemayehu Melesse,Zirgua,Managing Director,ROBANS Trading Plc,https://static.swapcard.com/public/images/2452db941973476885bc03234720569e.jpeg
Alemayehu Seife,Gebretsadik,Owner and CEO,Miash Medical Equipment and Hospital Consumables',https://static.swapcard.com/public/images/38c718e25ba949d8b7cd31bdfa7367a4.jpeg
Alen,Malagić,Director,Hospitalija Pharmacum d.o.o.,https://static.swapcard.com/public/images/a4811e0c3bd9411196af678d2b96bbe3.jpeg
Alen,Prole Konforta,Product expert,ANMEDIC D.O.O.,
Alena,Latushka,Board member,Labvita LLC,
Alena,Subotsina,Marketing manager,,
Alena,Pisarenko,Sales Executive,Optimus FZCO,
ALENA,CHORNAYA,MARKETING MANAGER,CREATIVE CHANNEL,
Alena,Dolotina,Head of Clinical Laboratory Department,Algimed Trade,https://static.swapcard.com/public/images/b41b04549ab146afbee16d57860420b3.jpeg
Alena,Katsnelson,Director of Clinical Operations,Naufar,https://static.swapcard.com/public/images/a28555735afd4421b97d2bc8f878ac25.jpeg
Alena,Panasenko,Senior Director,IiNFORMA,https://static.swapcard.com/public/images/9f794b293fda4ffaa7ddb4e89a2ab53a.jpeg
Alena,Basova,Deputy of Commercial director,VBRS D․O.O,https://static.swapcard.com/public/images/a176d40fb9cf46c6958885aff0c4b9dc.jpg
Aleo,Najm,Dermatologist,Skin & Soul Clinic by Aleo,https://static.swapcard.com/public/images/437d8e8df69b4d46a369177cf1d9da86.jpeg
Ales,Kraus,Sales Representative,IMEDEX s.r.o.,
Ales,Efenberk,Sr. Product Marketing Manager,"EXBIO Praha, a․s.",
ALESA,MIZIGOJ,CEO,MEDEX TRADE,https://static.swapcard.com/public/images/93f002ba4bb448a1a04fcad55b5ff108.jpeg
Alessandra,De Rugeriis,Customer care,Liofilchem s.r.l.,
Alessandra,Bindi,International Sales Account,Adamo S.R.L,
Alessandra,Fischetti,Executive Sales,BioTT,https://static.swapcard.com/public/images/1427840bbdb447a99ff2fd0dbcf2dcee.jpeg
Alessandra,Agostini,Marketing Manager,Agma Arredo Inox Professionale S.r.l.,https://static.swapcard.com/public/images/03579b65016441dc8dfe83025781b63e.jpeg
Alessandra,Rechichi,Digital Marketing and Communication Specialist,DIESSE Diagnostica Senese,
Alessandro,Miera,Sales,,
ALESSANDRO,DIANDA,Medical Device Manufacturer,ALFAMED SRL,https://static.swapcard.com/public/images/f37a6ce19f37452c9118640dc0f17388.jpeg
ALESSANDRO,VENUTA,PRODUCT ENGINEER,,
Alessandro,Iavarone,ceo,gla medica s.r.l.,https://static.swapcard.com/public/images/c829c89b8cfe4f36856c471bfafe8f6a.jpeg
Alessandro,Beccaro,Director,Advanced lab GmbH,
Alessandro,Iaci,Sales Account Manager,BSI Diagnostics,
ALESSANDRO,PORTALURI,MANAGER,MEDICOM GROUP,
ALESSANDRO,PORTALURI,DEPUTY EXECUTIVE OFFICER,MEDICOM GROUP,
Alessandro,Saccone,Sales & Marketing Director,Biomedica Italia Srl,https://static.swapcard.com/public/images/ea14e9c9b2df4191aea705ef40d33584.jpeg
Alessandro,Cascia,Cfo & Vice President,Math Biology srl,https://static.swapcard.com/public/images/df6878a820814d30b72e7506ee67e34b.jpeg
Alessandro,Regondi,Managing Director,,https://static.swapcard.com/public/images/b02b6a6d366d4bc48a5ba14f2242bf42.jpeg
Alessia,Costarelli,Technical Director,RH+,
Alessia,Farioli,Business Development Manager,Montefarmaco OTC SpA,https://static.swapcard.com/public/images/623bc55f411b4ea584c73882dbcb1cc2.jpeg
ALESSIA,FRETTA,EXPORT SALES MANAGER,FIOCCHETTI SCIENTIFIC SRL,
Alessio,Cassara,Owner & CFO,Vita Wellness by C.J.,https://static.swapcard.com/public/images/186831fbd65449fe929d0679f4034274.jpeg
ALEV,BAYDARMAN,SALES,VESTA MEDİKAL,https://static.swapcard.com/public/images/23bc67a75e02432a85544e7df55cafbf.jpeg
Alex,Drage,International Sales Manager,Optimum Medical Solutions,https://static.swapcard.com/public/images/f88f1fbb02784c95ab45b2c2d7b35542.jpeg
Alex,Leizerovich,Founder,Leizer Labs Marketing,https://static.swapcard.com/public/images/a2a5b09110de465fabfa3fba8408ab1d.jpg
Alex,Liu,Sales Manager,,
Alex,Savin,Partner,Bridge of sales,https://static.swapcard.com/public/images/b549fad4eb944fab854d5b00026f16c5.jpeg
ALEX,BARRIA,HEAD OF LAB,LABORATORIO CLINICO LB,https://static.swapcard.com/public/images/f76011e6321a4fd08c889ff2ea67823c.jpeg
Alex,Maslov,Managing director,West Medica Produktions- und Handels GmbH,
Alex,Zhu,Sales Manager,Sinnowa Medical Science & Technology Co Ltd,
Alex,Kypriotis,Vice President – Digital Imaging Solutions,Prognosys Medical Systems Pvt. Ltd,
Alex,Fridgant,Sales Manager,Sekisui Diagnostics,
Alex,QIN,Deputy  sales Director,"Shenzhen Drawray Biotech Co․, Ltd",https://static.swapcard.com/public/images/d198da3eb5d3478ead95282cf2d4f8dd.jpeg
Alex,Min,Team Lead,,
ALEX,LEESONG,CEO,TASCOM,https://static.swapcard.com/public/images/4b7d668cbcb244a6b30797e0f43bcada.jpeg
Alex,Buzatu,Founder,MedMarkUp,https://static.swapcard.com/public/images/96c9d690485942eeb08ccc78290febe2.jpeg
Alex,Duchemin,Partner,Hahn Zekker,https://static.swapcard.com/public/images/b4b95478ff8e4d34b5253cc1a5ed8667.jpeg
Alex,Podolski,Associate Director,Apotech Consulting Ltd,https://static.swapcard.com/public/images/30335e31d5be4eca8b7d40a6f803a95e.jpeg
ALEX,VIZHALIL PAUL,VP -Marketing,CPC Diagnostics Pvt Ltd,
Alex,Yip,Sales Manager,Alpha MedTech Limited,
Alex,Alexander,Director,Azur Medical Limited,
Alex,Zheng,Marketing Specialist,Liferiver,https://static.swapcard.com/public/images/959f9ed951f64cac925d56a68991cb69.jpeg
Alex,GNONHOUE,CHIEF STRATEGY,Health synergies,
Alex,Zats,GM,Quality Med,
Alex,Matthew,IT Manager,LEADER HEALTHCARE FZCO,https://static.swapcard.com/public/images/49ea09b0c97945ac9e6596121c27bb31.jpeg
Alex,Ninburg,CEO,OneCell,https://static.swapcard.com/public/images/6879fa6005764351be17fd02fdbc2c2a.jpeg
Alex,Sats,Ceo,Skymed,https://static.swapcard.com/public/images/32a9cd24a7fb4608b58dc61e2642d50b.jpeg
Alex,Amin,Manager,Genomic,
ALEX,ZHANG,Manager,,
Alex,Wheelan,Director,Linea ME,https://static.swapcard.com/public/images/452e3ea6a2eb4dfabd88e7bf289db2a8.jpeg
Alex,Cicetti,Vice President,TA Associates,
Alex,You,Global Marketing Director,"Edan Instruments,Inc.",
Alex,Al Ghoul,"Associate Director, Regional Marketing • Region/Country Marketing Management",BD,https://static.swapcard.com/public/images/f3aa8711b4774fa08f42abe04e37ebe0.jpeg
Alex,Yu,Sales Director,"SHANGHAI TENGHU BIOLOGICAL TECHNOLOGY CO. ,LTD.",
Alex,Abraham,Biomedical Engineer,Salma Hospital- SEHA,
Alex,Harris,Global product manager,LiNA Medical,https://static.swapcard.com/public/images/eabfeb9808ab42fca8a38344c8e1380e.jpeg
Alex,Madzinga,Procurement Director,Seremed Pvt Ltd,https://static.swapcard.com/public/images/b601e7ee856a494a926fe68b77db279f.jpeg
Alex,Sun,Product Manager,,
Alex,Cui,Sales Director,"HRJ Biotech Medical Co., Ltd.",
Alex,Wang,sales/marketing,,
Alex,Alex,Director,"Citotest Scientific Co., Ltd.",
Alex,Zou,International Engineer,,
Alex Adedotun,Adelosoye,Specialist Family physician,Al Jouf Health Cluster,https://static.swapcard.com/public/images/04bb80fcce2f416d8522a4f9a19066ac.jpeg
Alex Amad,Al Ghoul,CEO,Impact health care,
Alexander,Guo,sales/marketing,Shenzhen Mindray Bio-Medical Electronics Co Ltd,
Alexander,Safoian,Manager,Sacace Biotechnologies Srl,
Alexander,Hilarov,General Manager,URIT Diagnostic Solutions,https://static.swapcard.com/public/images/59853b6404734cb098d8f2fd280984bc.jpg
Alexander,Thompson,Chief Operating Officer,International Federation for Emergency Medicine,https://static.swapcard.com/public/images/c51c1b3355fd4321a84515f7f8e1a707.jpeg
Alexander,Varakin,International Regional Sales Manager,,https://static.swapcard.com/public/images/84ca6fa4e6754ca08350ea57b66fc191.png
Alexander,Vakhrushin,Sales Director,,
Alexander,Schoeller,Marketing Manager Women’s Health,PFM Medical GmbH,
Alexander,Efimov,Director,Pipit Scientific Limited,
Alexander,Lüders,Marketing Manager,biotechrabbit GmbH,https://static.swapcard.com/public/images/dde7f9137b4d42aaa5ae711e982515bf.jpeg
Alexander,Gan,Sales Manager,,
Alexander,Doppelstein,CEO,Doppkon GmbH & Co. KG,https://static.swapcard.com/public/images/89d26e8defbf4fcca54141ee7dfa53b4.jpeg
Alexander,Volgin,Co-Founder & Managing Partner,Novel Therapeutics,https://static.swapcard.com/public/images/f014d422bb4241389467f3810c326b43.jpeg
Alexander,Gorczyza,General Manager,quartett Biotechnologie GmbH,
Alexander,Volkov,DIRECTOR,TECHNO-MED,https://static.swapcard.com/public/images/28d568c2f1f4400cac8ad156aaa859d7.jpeg
Alexander,Mattes,Export Administrator,Andreas Hettich GmbH.,
Alexander,Ortner,Marketing assistent,Ortner Medical Solutions,https://static.swapcard.com/public/images/ec126a30c25f4242abea07ce015009e5.jpeg
Alexander,Ryan,Business Development Director EMEA,Hyland Software,https://static.swapcard.com/public/images/da637db02f6648168f8486baa0b54351.jpeg
Alexander,Hayn,Managing Director,Chemomedica GmbH,https://cdn-api.swapcard.com/public/images/8b6923935c0e417b91249ac48066895c.png
Alexander,Brendel,Director Life Science,infoteam Software AG,https://static.swapcard.com/public/images/3d4bdcca95ef4023a02c8b51d48f2fe1.jpeg
Alexander,Suchkov,Managing Partner,Novo Natum LLC,
Alexander,Häusl,Business Development,Biophyll GmbH,https://static.swapcard.com/public/images/5e69c6027a0c450d83d5a17949bd06ed.jpeg
Alexander,Chen,Sales Director,"Wuhan EasyDiagnosis Biomedicine Co., Ltd.",
Alexander,Brueckner,Sales Manager,seleon GmbH,
Alexander,Abele,Head of Strategy,Wilddesign GmbH,
Alexander,Koch,Head of Sales & Technical Department,Karl Kolb GmbH & Co. KG,https://static.swapcard.com/public/images/1de7ef34b6d045d4a41b598c27bddacc.jpeg
Alexander,Sokolovsky,Biomedical engineer,La Paz Medical Center,
Alexander,Glaenzel,Director,Kardiomed Suisse GmbH,https://static.swapcard.com/public/images/5df0c95fd5f34a07b1a8b60d32429f76.jpeg
Alexander,Guschin,Deputy General Director for Science,"Interlabservice Ltd., Co",https://static.swapcard.com/public/images/b3435eb26a924bde96a8362e6e81684f.jpeg
Alexander,Grauberger,Principal Consultant,Cornerstone Global Partners - MENA,https://static.swapcard.com/public/images/bb9a65b226a140b5ad1ef22e165f924e.jpeg
Alexander,de Gaay Fortman,"Commercial Director, Government Services Supply",International SOS,
Alexander,Oskin,CEO,,
Alexander,Mamonov,General director,BION,
Alexander,Hilarov,General manager,URIT DS,
Alexander,Filatov,Head of Laboratory QC Materials Unit,Medpostavka,
Alexander,Dechev,CEO,RIDACOM,
Alexander,Filatov,Head of Laboratory QC Materials Unit,Medpostavka,https://static.swapcard.com/public/images/b3c1526ef0dc473f96f3ef669699f0d9.jpeg
Alexander,Vishnepolskiy,Country Manager,Abbott Laboratories LLC,https://static.swapcard.com/public/images/5f9498ed4d624c23bb69a68e60312cf3.jpeg
Alexander,Globa,Сhief engineer,Belreamed,https://static.swapcard.com/public/images/5a68a55162654ea1bf85dc7aa4521e4b.jpeg
